"10.21","114.22"
"11.05","114.28"
"16.12","108.22"
"10.72","115.83"
"16.67","112.33"
"16.12","108.22"
"17.33","118.29"
"10.00","118.72"
"15.15","118.88"
"22.62","120.27"
"22.75","121.15"
"14.30","120.00"
"12.00","113.00"
"10.00","114.67"
"9.73","115.86"
"9.73","115.86"
"9.73","115.86"
"10.92","114.08"
"15.15","117.76"
"9.90","114.47"
"11.05","114.28"
"10.72","115.83"
"9.73","115.86"
"10.00","114.67"
"12.00","113.00"
"-5.92","105.89"
"12.00","113.00"
"20.53","109.17"
"9.90","115.54"
"12.00","113.00"
"25.83","123.57"
"20.80","110.05"
"9.32","117.23"
"19.92","111.19"
"12.00","113.00"
"9.95","114.66"
"21.85","113.46"
"21.85","113.46"
"10.24","116.12"
"18.31","111.46"
"9.90","115.54"
"314.522.774","125.82"
"9.73","115.86"
"12.00","113.00"
"12.00","113.00"
"","10.21"
"15.15","117.76"
"9.72","116.47"
"18.32","109.45"
"-8.66","115.11"
"-5.82","106.84"
"17.82","133.42"
"21.94","113.77"
"4.98","112.98"
"19.27","107.32"
"5.23","103.56"
"20.15","108.90"
"4.98","112.98"
"12.00","113.00"
"16.67","112.33"
"27.92","125.23"
"20.53","109.17"
"12.00","113.00"
"1.24","103.82"
"21.85","113.46"
"9.95","114.66"
"9.73","115.86"
"12.00","113.00"
"9.73","115.86"
"24.81","24.81"
"31.43","124.74"
"25.38","24.81"
"12.00","113.00"
"12.00","113.00"
"22.57","118.27"
"12.00","113.00"
"25.38","126.42"
"19.49","132.57"
"18.10","109.56"
"17.50","112.69"
"32.65","129.12"
"33.95","130.28"
"25.75","123.49"
"12.00","113.00"
"13.54","113.97"
"13.54","113.97"
"9.55","112.89"
"10.93","114.07"
"9.90","115.53"
"22.57","118.27"
"22.57","118.27"
"22.57","118.27"
"22.57","118.27"
"22.57","118.27"
"22.57","118.27"
"22.57","118.27"
"12.00","113.00"
"17.26","110.82"
"18.22","109.56"
"13.54","113.97"
"9.90","115.53"
"11.05","114.28"
"11.05","114.28"
"25.75","123.49"
"10.00","114.00"
"10.63","116.17"
"9.72","116.47"
"10.63","116.17"
"9.72","116.47"
"17.50","111.17"
"16.67","112.33"
"10.51","103.60"
"31.27","121.58"
"15.15","117.77"
"16.67","112.33"
"-10.07","136.01"
"24.81","119.92"
"24.03","117.94"
"16.62","119.44"
"18.65","119.79"
"11.44","118.48"
"9.73","115.96"
"15.15","117.76"
"24.81","119.92"
"18.09","109.68"
"9.96","114.66"
"9.73","115.86"
"9.70","115.95"
